Neighborhood,Address,Price,Beds,Baths,Sqft
Heart of Chicago,"2247 S Oakley Ave # 2, Chicago, IL 60608","190,000",2,1,"1,100"
Heart of Chicago,"2451 S Western Ave UNIT 2S, Chicago, IL 60608","190,000",2,2,"1,167"
Heart of Chicago,"2451 S Western Ave, Chicago, IL 60608","190,000",2,2,"1,244"
Heart of Chicago,"1708 W 17th St, Chicago, IL 60608","185,000",5,4,"2,894"
Heart of Chicago,"2440 W 24th Pl, Chicago, IL 60608","185,000",1,6,"3,300"
Heart of Chicago,"1811 W 17th St # 303, Chicago, IL 60608","175,000",2,1,850
Heart of Chicago,"2313 S Winchester Ave, Chicago, IL 60608","170,000",2,1,987
Heart of Chicago,"2154 W 22nd Pl, Chicago, IL 60608","166,000",3,2,"2,244"
Heart of Chicago,"2317 W Cullerton St, Chicago, IL 60608","162,500",2,1,819
Heart of Chicago,"2207 W 21st Pl, Chicago, IL 60608","160,000",2,2,940
Heart of Chicago,"2416 W 25th St, Chicago, IL 60608","160,000",4,2,"2,976"
Heart of Chicago,"1621 W 19th St, Chicago, IL 60608","159,000",3,2,"2,911"
Heart of Chicago,"2141 W Cullerton St, Chicago, IL 60608","157,000",3,1,"1,140"
Heart of Chicago,"2141 W Cullerton St, Chicago, IL 60608","157,000",3,1,"1,140"
Heart of Chicago,"2141 W Cullerton St, Chicago, IL 60608","157,000",3,1,"1,140"
Heart of Chicago,"2306 S Leavitt St, Chicago, IL 60608","156,000",3,2,800
Heart of Chicago,"2310 S Hoyne Ave, Chicago, IL 60608","155,000",3,2,"2,520"
Heart of Chicago,"2332 W 18th Pl, Chicago, IL 60608","152,000",7,3,"1,751"
Heart of Chicago,"2118 W 23rd St, Chicago, IL 60608","152,000",8,3,"1,840"
Heart of Chicago,"2118 W 23rd St, Chicago, IL 60608","152,000",8,3,"1,840"
Heart of Chicago,"1848 W Cermak Rd # 1, Chicago, IL 60608","150,000",3,1,"1,200"
Heart of Chicago,"2239 S Wood St, Chicago, IL 60608","138,000",5,2,"1,139"
Heart of Chicago,"2036 W 18th St # 1, Chicago, IL 60608","132,000",3,2,"1,550"
Heart of Chicago,"2255 W 24th St # 201, Chicago, IL 60608","125,000",1,1,600
Heart of Chicago,"2009 W 21st St, Chicago, IL 60608","125,000",4,5,"1,278"
Heart of Chicago,"2013 W 19th St APT 3R, Chicago, IL 60608","125,000",2,2,662
Heart of Chicago,"2013 W 19th St APT 3R, Chicago, IL 60608","125,000",2,2,662
Heart of Chicago,"2136 W 17th St, Chicago, IL 60608","117,000",2,1.5,"1,000"
Heart of Chicago,"2012 W 19th St, Chicago, IL 60608","100,000",3,1.5,"1,323"
Logan Square,"1811 N Rockwell St UNIT H, Chicago, IL 60647Sold",455000,3,3,"1,454"
Logan Square,"2636 W Cortland St APT 2, Chicago, IL 60647Sold",309000,3,1,"1,100"
Logan Square,"3116 W Homer St, Chicago, IL 60647Sold",995000,4,4,"3,100"
Logan Square,"1702 N Washtenaw Ave # 2, Chicago, IL 60647Sold",430000,3,2,"1,500"
Logan Square,"2771 W Francis Pl UNIT 305N, Chicago, IL 60647Sold",465000,3,2,"1,400"
Logan Square,"2628 W Cortland St, Chicago, IL 60647Sold",750000,4,4,"2,226"
Logan Square,"1731 N Rockwell St, Chicago, IL 60647Sold",770000,4,4,"3,500"
Logan Square,"2544 W Bloomingdale Ave, Chicago, IL 60647Sold",530000,3,3,"2,400"
Logan Square,"2021 N Kedzie Ave APT 3E, Chicago, IL 60647Sold",387500,2,2,"1,350"
Logan Square,"2700 W Cortland St APT 2, Chicago, IL 60647Sold",302000,2,1,930
Logan Square,"2815 W Mclean Ave, Chicago, IL 60647Sold",325000,2,1,"1,036"
Logan Square,"2511 W Moffat St # 210-I, Chicago, IL 60647Sold",398000,3,2,"1,485"
Logan Square,"2527 W Moffat St, Chicago, IL 60647Sold",364000,1,1,"1,000"
Logan Square,"2511 W Moffat St APT 107, Chicago, IL 60647Sold",364000,2,1,"1,100"
Logan Square,"1726 N Kedzie Ave # G, Chicago, IL 60647Sold",284000,3,3,"1,114"
Logan Square,"1935 N Sawyer Ave # 1N, Chicago, IL 60647Sold",495000,4,3,"3,000"
Logan Square,"1636 N Whipple St, Chicago, IL 60647Sold",750000,4,4,"3,052"
Logan Square,"1664 N Francisco Ave, Chicago, IL 60647Sold",505000,4,2,"1,650"
Logan Square,"1720 N Talman Ave # 1, Chicago, IL 60647Sold",490000,3,3,"2,500"
Logan Square,"3212 W Wabansia Ave, Chicago, IL 60647Sold",702500,4,4,"3,000"
Logan Square,"3251 W Wabansia Ave # 1, Chicago, IL 60647Sold",300000,4,1,969
Logan Square,"3021 W Armitage Ave APT 305, Chicago, IL 60647Sold",424000,3,2,"1,500"
Logan Square,"2524 W Bloomingdale Ave APT A, Chicago, IL 60647Sold",425000,2,2,"1,250"
Logan Square,"2950 W Cortland St APT 1, Chicago, IL 60647Sold",280000,2,1,"1,094"
Logan Square,"1923 N Humboldt Blvd # 1, Chicago, IL 60647Sold",288000,3,2,"1,250"
Logan Square,"1846 N Rockwell St, Chicago, IL 60647Sold",480000,7,3,"1,620"
Logan Square,"1800 N California Ave # 2E, Chicago, IL 60647Sold",435000,2,2,"10,533"
Logan Square,"3024 W Armitage Ave # 1, Chicago, IL 60647Sold",545000,3,3,"1,690"
Logan Square,"2540 W Bloomingdale Ave, Chicago, IL 60647Sold",520000,3,3,"1,454"
Logan Square,"2028 N Point St, Chicago, IL 60647Sold",715000,4,4,"2,400"
Logan Square,"1720 N Kedzie Ave APT D, Chicago, IL 60647Sold",265000,2,3,"1,114"
Logan Square,"1939 N Sawyer Ave, Chicago, IL 60647Sold",347000,2,3,"1,800"
Logan Square,"1740 N Maplewood Ave APT 113, Chicago, IL 60647Sold",275000,1,1,830
Logan Square,"1625 N Francisco Ave, Chicago, IL 60647Sold",736000,4,4,"3,560"
Logan Square,"1702 N Washtenaw Ave # 3, Chicago, IL 60647Sold",500000,2,2,"1,500"
Logan Square,"2612 W Cortland St, Chicago, ILSold",425000,5,5,"4,200"
Logan Square,"2068 N Humboldt Blvd APT 3, Chicago, IL 60647Sold",500000,3,2,"1,550"
Logan Square,"1619 N Sawyer Ave, Chicago, IL 60647Sold",550000,2,2,"1,880"
Logan Square,"1820 N Fairfield Ave # 1, Chicago, IL 60647Sold",400000,3,2,900
Logan Square,"1740 N Talman Ave, Chicago, IL 60647Sold",825000,4,4,"4,000"
Logan Square,"1934 N Rockwell St # 1R, Chicago, IL 60647Sold",268000,2,1,"1,000"
Logan Square,"2110 N Bingham St, Chicago, IL 60647Sold",674500,3,3,"1,800"
Logan Square,"2046 N Whipple St, Chicago, IL 60647Sold",380000,4,2,"2,000"
Logan Square,"1934 N Washtenaw Ave APT 219, Chicago, IL 60647Sold",295000,2,1,"1,022"
Logan Square,"1905 N Albany Ave, Chicago, IL 60647Sold",559500,3,2,"1,610"
Logan Square,"1627 N Fairfield Ave # 2, Chicago, IL 60647Sold",372500,2,2,"1,300"
Logan Square,"1743 N Troy St # 1, Chicago, IL 60647Sold",725000,4,4,"3,084"
Logan Square,"2136 N Point St, Chicago, IL 60647Sold",999000,4,4,"3,505"
Logan Square,"1633 N Fairfield Ave, Chicago, IL 60647Sold",475000,4,2,"1,700"
Logan Square,"1743 N Troy St, Chicago, IL 60647Sold",725000,4,4,"3,084"
Logan Square,"1935 N Fairfield Ave APT 202, Chicago, IL 60647Sold",364000,1,1,"1,620"
Logan Square,"1935 N Fairfield Ave APT 202, Chicago, IL 60647Sold",364000,3,1,"1,700"
Logan Square,"2065 N Kedzie Ave APT 215, Chicago, IL 60647Sold",401000,3,3,"1,500"
Logan Square,"1936 N Albany Ave # 1, Chicago, IL 60647Sold",900000,4,4,"2,212"
Logan Square,"1803 N Kedzie Ave APT 202, Chicago, IL 60647Sold",365000,2,2,"1,400"
Logan Square,"2800 W North Ave UNIT 504, Chicago, IL 60647Sold",382500,2,2,"1,100"
Logan Square,"1928 N Kedzie Ave APT 302, Chicago, IL 60647Sold",370000,2,2,"1,336"
Logan Square,"1649 N Washtenaw Ave, Chicago, IL 60647Sold",800000,5,3,"3,800"
Logan Square,"3107 W Armitage Ave APT 3, Chicago, IL 60647Sold",422000,3,2,"1,400"
Logan Square,"1750 N Washtenaw Ave # 1, Chicago, IL 60647Sold",380000,3,1.5,"1,332"
Logan Square,"1743 N Fairfield Ave # 1, Chicago, IL 60647Sold",833000,3,3.5,"1,851"
Logan Square,"2555 W Moffat St UNIT C, Chicago, IL 60647Sold",503000,3,2.5,"2,250"
Logan Square,"1702 N Washtenaw Ave # 1, Chicago, IL 60647Sold",610000,4,4,"2,824"
Logan Square,"2948 W Cortland St APT 2, Chicago, IL 60647Sold",299000,2,2,"1,178"
Logan Square,"1718 N Talman Ave # 2, Chicago, IL 60647Sold",399500,2,2,"1,258"
Logan Square,"2636 W Cortland St APT 1, Chicago, IL 60647Sold",360000,3,2,"2,000"
Logan Square,"1620 N Mozart St APT 1S, Chicago, IL 60647Sold",321000,2,2,"1,200"
Logan Square,"1750 N Washtenaw Ave, Chicago, IL 60647Sold",380000,4,2,"1,900"
Logan Square,"2511 W Moffat St APT 204-D, Chicago, IL 60647Sold",425000,2,2,"1,300"
Logan Square,"2520 W Bloomingdale Ave APT A, Chicago, IL 60647Sold",425000,2,2,"1,250"
Logan Square,"1829 N Fairfield Ave # 1S, Chicago, IL 60647Sold",565000,4,3,"2,400"
Logan Square,"1743 N Fairfield Ave, Chicago, IL 60647Sold",833000,4,4,"3,200"
Logan Square,"1627 N Mozart St APT 1N, Chicago, IL 60647Sold",395000,3,3,"2,043"
Logan Square,"1740 N Maplewood Ave # P3D, Chicago, IL 60647Sold",342500,2,2,"1,107"
Logan Square,"1709 N Francisco Ave, Chicago, IL 60647Sold",765000,4,4,"3,200"
Logan Square,"1832 N Rockwell St # 3, Chicago, IL 60647Sold",540000,2,2,"1,300"
Logan Square,"1740 N Maplewood Ave APT 108, Chicago, IL 60647Sold",342500,2,2,"1,200"
Logan Square,"1700 N Whipple St, Chicago, IL 60647Sold",690000,4,3,"2,492"
Logan Square,"2026 N Point St, Chicago, IL 60647Sold",765000,4,4,"2,600"
Logan Square,"2550 N Lakeview Ave UNIT N1005, Chicago, IL 60614Sold",500000,1,1,960
Logan Square,"1827 N Talman Ave, Chicago, IL 60647Sold",700000,3,3,"3,000"
Logan Square,"3256 W Armitage Ave UNIT 6, Chicago, IL 60647Sold",382500,3,3,"2,400"
Logan Square,"1738 N Rockwell St, Chicago, IL 60647Sold",962500,5,4,"3,600"
Logan Square,"1900 N Francisco Ave, Chicago, IL 60647Sold",725000,4,4,"2,037"
Logan Square,"3051 W Armitage Ave # 2S, Chicago, IL 60647Sold",549000,4,3,"1,891"
Logan Square,"3051 W Armitage Ave # 3E, Chicago, IL 60647Sold",499000,3,2,"1,501"
Logan Square,"3051 W Armitage Ave # 2E, Chicago, IL 60647Sold",519000,3,3,"1,968"
Logan Square,"3051 W Armitage Ave # 2W, Chicago, IL 60647Sold",529000,3,3,"2,055"
Logan Square,"2808 W North Ave UNIT 4E, Chicago, IL 60647Sold",480000,3,3,"2,100"
Logan Square,"1839 N Whipple St APT 2, Chicago, IL 60647Sold",380000,3,2,"1,500"
Logan Square,"2021 N Kedzie Ave APT 3D, Chicago, IL 60647Sold",385000,2,2,"1,350"
Logan Square,"2740 W Armitage Ave APT 307S, Chicago, IL 60647Sold",400000,3,2,"1,250"
Logan Square,"2025 N Whipple St APT 3N, Chicago, IL 60647Sold",390000,2,2,"1,400"
Logan Square,"3262 W Armitage Ave UNIT 2, Chicago, IL 60647Sold",394000,3,3,"2,000"
Logan Square,"2624 W Armitage Ave # 4A, Chicago, IL 60647Sold",475000,3,2,"1,400"
Logan Square,"1950 N Richmond St, Chicago, IL 60647Sold",660000,5,4,"3,000"
Logan Square,"2644 W Cortland St, Chicago, IL 60647Sold",839500,4,3.5,"3,800"
Logan Square,"1748 N Washtenaw Ave, Chicago, IL 60647Sold",466500,4,2,"1,900"
Logan Square,"1642 N Mozart St, Chicago, IL 60647Sold",282500,4,1,"1,430"
Logan Square,"2704 W Cortland St APT 2, Chicago, IL 60647Sold",222000,2,1,750
Logan Square,"1726 N Kedzie Ave APT A, Chicago, IL 60647Sold",295000,3,3,"1,100"
Logan Square,"2735 W Armitage Ave APT 207, Chicago, IL 60647Sold",341500,2,2,"1,000"
Logan Square,"2023 N California Ave APT A3, Chicago, IL 60647Sold",345000,2,1,"1,200"
Logan Square,"2034 N Point St # 2, Chicago, IL 60647Sold",940000,4,4,"3,200"
Logan Square,"1722 N Sawyer Ave, Chicago, IL 60647Sold",780000,5,4,"3,150"
Logan Square,"2624 W Armitage Ave APT 2E, Chicago, IL 60647Sold",435000,3,2,"1,400"
Logan Square,"3024 W Armitage Ave # 9, Chicago, IL 60647Sold",585000,3,3,"1,730"
Logan Square,"1638 N Mozart St, Chicago, IL 60647Sold",815000,4,4,"3,100"
Logan Square,"1633 N Whipple St, Chicago, IL 60647Sold",585000,6,3,"2,500"
Logan Square,"2034 N Point St, Chicago, IL 60647Sold",940000,4,4,"3,200"
Logan Square,"2537 W Cortland St # 3, Chicago, IL 60647Sold",555000,2,2,"1,400"
Logan Square,"2600 W Bloomingdale Ave # 27, Chicago, IL 60647Sold",630000,4,3.5,"2,915"
Logan Square,"2855 W Dickens Ave, Chicago, IL 60647Sold",959000,4,4,"3,600"
Logan Square,"2021 N Kedzie Ave APT 4D, Chicago, IL 60647Sold",380000,2,2,"1,350"
Logan Square,"2544 W North Ave APT 3E, Chicago, IL 60647Sold",425000,2,2,"1,150"
Logan Square,"2600 W Bloomingdale Ave # 0, Chicago, IL 60647Sold",630000,4,4,"2,915"
Logan Square,"2735 W Armitage Ave APT 408, Chicago, IL 60647Sold",329000,2,2,"1,250"
Logan Square,"2735 W Armitage Ave APT 107, Chicago, IL 60647Sold",237500,1,2,740
Logan Square,"1923 N Richmond St, Chicago, IL 60647Sold",572500,6,4,800
Logan Square,"1920 N Sawyer Ave, Chicago, IL 60647Sold",330000,2,1,512
Logan Square,"1738 N Talman Ave, Chicago, IL 60647Sold",430000,7,4,"2,500"
Logan Square,"1636 N Mozart St, Chicago, IL 60647Sold",815000,4,4,"3,100"
Logan Square,"2800 W North Ave, Chicago, IL 60647Sold",387000,2,2,"1,450"
Logan Square,"2065 N Kedzie Ave APT 112, Chicago, IL 60647Sold",389000,3,3,"1,425"
Logan Square,"1812 N Washtenaw Ave, Chicago, IL 60647Sold",745000,3,4,"3,300"
Logan Square,"1729 N Maplewood Ave, Chicago, IL 60647Sold",870000,4,5,"3,800"
Logan Square,"3021 W Armitage Ave APT 203, Chicago, IL 60647Sold",401000,3,2,"1,432"
Logan Square,"2715 W Julia Ct, Chicago, IL 60647Sold",390000,4,2,"1,134"
Logan Square,"2518 W Cortland St, Chicago, IL 60647Sold",795000,4,4,"2,871"
Logan Square,"3024 W Armitage Ave # 6, Chicago, IL 60647Sold",555000,3,3,"1,730"
Logan Square,"1636 N Rockwell St APT 202, Chicago, IL 60647Sold",269000,2,2,"1,300"
Logan Square,"2800 W North Ave UNIT 404, Chicago, IL 60647Sold",387000,2,2,"1,100"
Logan Square,"2516 W Cortland St, Chicago, IL 60647Sold",795000,4,4,"2,871"
Logan Square,"1811 N Rockwell St UNIT P, Chicago, IL 60647Sold",530000,3,3,"2,200"
Logan Square,"2740 W Armitage Ave APT 302S, Chicago, IL 60647Sold",410000,2,2,"1,200"
Logan Square,"2021 N Kedzie Ave APT 3A, Chicago, IL 60647Sold",380000,2,2,"1,300"
Logan Square,"3069 W Armitage Ave APT 1N, Chicago, IL 60647Sold",375000,2,2,"1,263"
Logan Square,"2712 W Francis Pl # 2, Chicago, IL 60647Sold",320000,2,1,"1,500"
Logan Square,"1822 N Talman Ave, Chicago, IL 60647Sold",770500,3,3.5,"3,000"
Logan Square,"1629 N Talman Ave, Chicago, IL 60647Sold",737000,4,4,"2,124"
Logan Square,"2730 W Armitage Ave # 3W, Chicago, IL 60647Sold",550000,3,2,"1,700"
Logan Square,"2730 W Armitage Ave # 1W, Chicago, IL 60647Sold",699000,4,3,"3,000"
Logan Square,"2531 W Moffat St # 3, Chicago, IL 60647Sold",490000,2,2,"1,600"
Logan Square,"1944 N Albany Ave, Chicago, IL 60647Sold",585000,6,3,"3,000"
Logan Square,"1935 N Fairfield Ave APT 104, Chicago, IL 60647Sold",345000,2,2,"1,200"
Logan Square,"2720 W Cortland St APT 406, Chicago, IL 60647Sold",360000,2,2,975
Logan Square,"1719 N Richmond St, Chicago, IL 60647Sold",725000,4,4,"3,000"
Logan Square,"2042 N Point St # 3, Chicago, IL 60647Sold",530000,3,4,"2,600"
Logan Square,"1635 N Spaulding Ave, Chicago, IL 60647Sold",681000,9,6,"1,824"
Logan Square,"1834 N Rockwell St PH R, Chicago, IL 60647Sold",765000,4,3,"2,000"
Logan Square,"3256 W Armitage Ave UNIT 5, Chicago, IL 60647Sold",410000,3,3,"2,400"
Logan Square,"2537 W Cortland St # 2, Chicago, IL 60647Sold",467500,2,2,"1,400"
Logan Square,"2554 W Bloomingdale Ave, Chicago, IL 60647Sold",485000,3,3,"2,400"
Logan Square,"2025 N Whipple St APT 2N, Chicago, IL 60647Sold",340000,2,2,"1,600"
Logan Square,"2537 W Cortland St # 1, Chicago, IL 60647Sold",685000,4,3,"2,800"
Logan Square,"1712 N Albany Ave # 3, Chicago, IL 60647Sold",302000,2,2,"1,100"
Logan Square,"1740 N Maplewood Ave APT 316, Chicago, IL 60647Sold",289000,1,1,850
Logan Square,"1728 N Maplewood Ave, Chicago, IL 60647Sold",825000,4,4,"3,200"
Logan Square,"2056 N Sawyer Ave APT 3B, Chicago, IL 60647Sold",190000,1,1,700
Logan Square,"2600 W North Ave, Chicago, IL 60647Sold",377500,2,2,"1,130"
Logan Square,"1841 N Fairfield Ave, Chicago, IL 60647Sold",750000,4,4,"3,221"
Logan Square,"1856 N Sawyer Ave APT 201, Chicago, IL 60647Sold",286000,2,2,"1,100"
Logan Square,"2730 W Armitage Ave # 4W, Chicago, IL 60647Sold",580000,3,2,"1,750"
Logan Square,"1935 N Fairfield Ave APT 210, Chicago, IL 60647Sold",352000,2,2,"1,200"
Logan Square,"1722 N Mozart St, Chicago, IL 60647Sold",725000,4,4,"3,000"
Logan Square,"1935 N Fairfield Ave APT 401, Chicago, IL 60647Sold",366000,2,2,"1,223"
Logan Square,"1811 N Rockwell St # K, Chicago, IL 60647Sold",520000,3,3,"2,250"
Logan Square,"1812 N Rockwell St UNIT C, Chicago, IL 60647Sold",487000,3,3,"2,200"
Logan Square,"1623 N Washtenaw Ave # 2, Chicago, IL 60647Sold",390000,2,2,"1,200"
Logan Square,"1645 N Maplewood Ave # 3, Chicago, IL 60647Sold",419000,3,2,"1,131"
Logan Square,"1730 N Richmond St, Chicago, IL 60647Sold",690000,4,4,"3,000"
Logan Square,"1806 N Mozart St, Chicago, IL 60647Sold",910000,6,2,"3,370"
Logan Square,"2600 W North Ave APT 2F, Chicago, IL 60647Sold",377500,2,2,"1,130"
Logan Square,"2023 N California Ave # 2, Chicago, IL 60647Sold",230000,1,1,800
Logan Square,"1842 N Kedzie Ave # 3, Chicago, IL 60647Sold",480000,3,1.5,"1,575"
Logan Square,"1842 N Kedzie Ave APT 2, Chicago, IL 60647Sold",480000,3,3,"1,700"
Logan Square,"2730 W Armitage Ave # 1E, Chicago, IL 60647Sold",690000,4,3,"3,000"
Logan Square,"1812 N Sawyer Ave # 1R, Chicago, IL 60647Sold",432000,3,3,"1,900"
Logan Square,"2065 N Kedzie Ave APT 103, Chicago, IL 60647Sold",380000,2,2,"1,400"
Logan Square,"1854 N Talman Ave, Chicago, IL 60647Sold",735000,6,3,"3,000"
Logan Square,"1848 N California Ave, Chicago, IL 60647Sold",695000,5,1,"1,760"
Logan Square,"1848 N California Ave # 2, Chicago, IL 60647Sold",694900,3,3,"2,400"
Logan Square,"1753 N Troy St, Chicago, IL 60647Sold",817500,5,4,"3,600"
Logan Square,"3036 W North Ave, Chicago, IL 60647Sold",195000,1,1,900
Logan Square,"1740 N Maplewood Ave APT 210, Chicago, IL 60647Sold",290000,2,2,"1,100"
Logan Square,"1834 N Rockwell St PH F, Chicago, IL 60647Sold",799000,4,3,"2,000"
Logan Square,"2021 N Kedzie Ave APT 5C, Chicago, IL 60647Sold",389000,2,2,"1,252"
Logan Square,"2065 N Kedzie Ave APT 103, Chicago, IL 60647Sold",380000,3,2,"1,400"
Logan Square,"1801 N Talman Ave, Chicago, IL 60647Sold",815000,4,5,"3,630"
Logan Square,"2920 W North Ave, Chicago, IL 60647Sold",285000,1,1,"1,100"
Logan Square,"2808 W North Ave UNIT 3W, Chicago, IL 60647Sold",455000,3,3,"2,100"
Logan Square,"1740 N Maplewood Ave APT 210, Chicago, IL 60647Sold",290000,1,1,900
Logan Square,"2021 N Kedzie Ave APT 5D, Chicago, IL 60647Sold",366000,2,2,"1,350"
Logan Square,"2019 N Whipple St APT 1, Chicago, IL 60647Sold",590000,4,3,"2,600"
Logan Square,"2021 N Kedzie Ave APT 5D, Chicago, IL 60647Sold",330000,2,2,"1,350"
Logan Square,"2730 W Armitage Ave # 2W, Chicago, IL 60647Sold",525000,3,2,"1,700"
Logan Square,"1812 N Rockwell St UNIT F, Chicago, IL 60647Sold",555000,5,3,"2,659"
Logan Square,"1811 N California Ave APT 1-W, Chicago, IL 60647Sold",505000,3,3,"2,000"
Logan Square,"1740 N Maplewood Ave APT 118, Chicago, IL 60647Sold",375000,2,2,"1,400"
Logan Square,"2730 W Armitage Ave # 2E, Chicago, IL 60647Sold",530000,3,2,"1,700"
Logan Square,"2730 W Armitage Ave # 4E, Chicago, IL 60647Sold",595000,3,2,"1,750"
Logan Square,"1740 N Maplewood Ave APT 305, Chicago, IL 60647Sold",358000,2,2,"1,200"
Logan Square,"2062 N Bingham St, Chicago, IL 60647Sold",915000,4,4,"1,560"
Logan Square,"1812 N Sawyer Ave # 1F, Chicago, IL 60647Sold",449000,3,3,"1,900"
Logan Square,"2060 N Stave St # 2, Chicago, IL 60647Sold",647500,4,3,"1,928"
Logan Square,"1861 N Albany Ave, Chicago, IL 60647Sold",729000,4,4,"2,700"
Logan Square,"1748 N Talman Ave, Chicago, IL 60647Sold",450000,2,2,931
Logan Square,"3217 W Cortland St, Chicago, IL 60647Sold",400000,2,2,"1,349"
Logan Square,"1857 N Sawyer Ave # A, Chicago, IL 60647Sold",400000,2,2,"1,625"
Logan Square,"2720 W Cortland St APT 205, Chicago, IL 60647Sold",290000,2,2,950
Logan Square,"1707 N Troy St, Chicago, IL 60647Sold",542000,4,3,"3,000"
Logan Square,"1909 N Richmond St, Chicago, IL 60647Sold",280000,3,1,"1,620"
Logan Square,"1740 N Maplewood Ave APT 416, Chicago, IL 60647Sold",286000,1,1,"1,000"
Logan Square,"1720 N Kedzie Ave APT J, Chicago, IL 60647Sold",235000,3,3,"1,114"
Logan Square,"1726 N Kedzie Ave APT F, Chicago, IL 60647Sold",198000,3,3,"1,114"
Logan Square,"1803 N Talman Ave, Chicago, IL 60647Sold",700000,4,3,"3,815"
Logan Square,"3020 W Bloomingdale Ave, Chicago, IL 60647Sold",476000,2,3,"2,263"
Logan Square,"1740 N Maplewood Ave APT 205, Chicago, IL 60647Sold",382500,2,2,"1,100"
Logan Square,"2781 W Henry Ct, Chicago, IL 60647Sold",825000,3,4,"2,400"
Logan Square,"1740 N Maplewood Ave APT 404, Chicago, IL 60647Sold",410000,2,2,"1,200"
Logan Square,"1935 N Fairfield Ave APT 112, Chicago, IL 60647Sold",250000,1,1,850
Logan Square,"1710 N Albany Ave # 2, Chicago, IL 60647Sold",420000,3,2,"1,400"
Logan Square,"1935 N Fairfield Ave APT 304, Chicago, IL 60647Sold",359000,2,2,"1,200"
Logan Square,"1740 N Maplewood Ave APT 205, Chicago, IL 60647Sold",382500,2,2,"1,150"
Logan Square,"2730 W Armitage Ave # 3E, Chicago, IL 60647Sold",545000,3,2,"1,700"
Logan Square,"1729 N Spaulding Ave # 1, Chicago, IL 60647Sold",700000,4,4,"3,000"
Logan Square,"1659 N Francisco Ave, Chicago, IL 60647Sold",394000,5,3,"1,900"
Logan Square,"1709 N Washtenaw Ave, Chicago, IL 60647Sold",895000,5,5,"3,700"
Logan Square,"1637 N Whipple St, Chicago, IL 60647Sold",636500,4,4,"3,000"
Logan Square,"2532 W Bloomingdale Ave, Chicago, IL 60647Sold",515000,3,3,"2,400"
Logan Square,"2779 W Henry Ct # 1, Chicago, IL 60647Sold",775000,6,3,"3,000"
Logan Square,"2544 W North Ave APT 3D, Chicago, IL 60647Sold",389000,2,2,"1,250"
Logan Square,"1812 N Sawyer Ave # 3, Chicago, IL 60647Sold",534000,3,3,"2,100"
Logan Square,"1848 N California Ave # 1, Chicago, IL 60647Sold",585000,3,3,"2,400"
Logan Square,"1815 N Rockwell St, Chicago, IL 60647Sold",435000,3,2,"1,312"
Logan Square,"1812 N Sawyer Ave # 2, Chicago, IL 60647Sold",450000,3,3,"1,900"
Logan Square,"2063 N Mozart St, Chicago, IL 60647Sold",797500,4,4,"3,370"
Logan Square,"2041 N Whipple St, Chicago, IL 60647Sold",762000,4,4,"3,546"
Logan Square,"1747 N Albany Ave, Chicago, IL 60647Sold",800000,5,4,"3,200"
Logan Square,"2544 W North Ave, Chicago, IL 60647Sold",389000,2,2,"1,250"
Logan Square,"1703 N Fairfield Ave, Chicago, IL 60647Sold",880000,4,4,"1,996"
Logan Square,"1816 N Rockwell St # B, Chicago, IL 60647Sold",500000,3,3.5,"2,684"
Logan Square,"2525 W Cortland St, Chicago, IL 60647Sold",810000,5,4,"3,645"
Logan Square,"1724 N Talman Ave # 5, Chicago, IL 60647Sold",537000,8,3,"3,280"
Logan Square,"1734 Mozart, Chicago, IL 60647Sold",389000,4,2,"3,200"
Logan Square,"2547 W Moffat St # 1, Chicago, IL 60647Sold",518000,3,3,"2,400"
Logan Square,"1915 N Sawyer Ave, Chicago, IL 60647Sold",462000,3,2,"3,300"
Logan Square,"1719 N Rockwell St, Chicago, IL 60647Sold",445000,4,2,"2,100"
Logan Square,"2044 N Whipple St, Chicago, IL 60647Sold",933500,4,4,"3,750"
Logan Square,"1942 N Francisco Ave APT 2S, Chicago, IL 60647Sold",360000,2,2,"1,052"
Logan Square,"2019 N Sawyer Ave # 1, Chicago, IL 60647Sold",400000,2,2,"2,256"
Logan Square,"1720 N Kedzie Ave APT C, Chicago, IL 60647Sold",235000,3,3,"1,350"
Logan Square,"1710 N Albany Ave # 1, Chicago, IL 60647Sold",546250,5,3,"2,900"
Logan Square,"1829 N Albany Ave, Chicago, IL 60647Sold",935000,4,4,"3,500"
Logan Square,"3262 W Armitage Ave UNIT 5, Chicago, IL 60647Sold",287500,3,3,"1,976"
Logan Square,"1816 N California Ave APT 3N, Chicago, IL 60647Sold",502900,2,2,"1,400"
Logan Square,"2740 W Armitage Ave APT 403S, Chicago, IL 60647Sold",380000,2,2,"1,200"
Logan Square,"1751 N Talman Ave, Chicago, IL 60647Sold",744000,4,4,"3,200"
Logan Square,"1907 N Whipple St # 2, Chicago, IL 60647Sold",335000,2,1,"1,500"
Logan Square,"2644 W Cortland St, Chicago, IL 60647Sold",889000,4,4,"3,800"
Logan Square,"2634 W Cortland St, Chicago, IL 60647Sold",889000,5,4,"4,000"
Logan Square,"1816 N Rockwell St UNIT B, Chicago, IL 60647Sold",500000,3,4,"2,684"
Logan Square,"1733 N Albany Ave, Chicago, IL 60647Sold",610000,4,3,"2,950"
Logan Square,"2544 W North Ave, Chicago, IL 60647Sold",373000,2,2,"1,533"
Logan Square,"1740 N Maplewood Ave # P1A, Chicago, IL 60647Sold",345000,2,1,"1,100"
